EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRDO,TRDS,TRFB,TRFK,TRFY,TRHM,TRJR,TRSB,TRSW,TRTA,TRTL,TRTS,TRWU,PLTY,PPOS,PYWT,PLDT,PCPH,PROL,PCBT,PSA3,PSB2,PSB3,PICN,PHAN,PSA4,PSB4,PSA5,PSA6,PSB5,PSB6,PSTY
6,0,54,25,52,67,10,10,34,12,30,794,39,0,103,24,0,14,2,5,20,47,CarmanJackson_21864,10,Jackson,107,21864,77,34,Fairfield,10,92,76,55,20,22,10,45116,81,10,0,22,-31,82,10,12,1,Carman,10,100,10,99,10,21,12,10,12,10,10,12,5,21864,67,65,68,71,6,0,68,70,73,5,0,0,0,0,0,0,2,58,83,0,0,89,775,6,28,6,6,1,81,35,21,6,0,13,0,0,0,162,50,4,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,72,28,63,48,17,18,75,13,30,637,253,0,23,28,0,511,63,5,25,54,BronsonJosiah_21867,45,Josiah,244,21867,75,46,Kent,10,87,73,74,14,19,10,6969,27,19,0,74,-31,78,25,17,1,Bronson,15,100,62,99,49,72,10,40,22,23,33,20,7,21867,62,45,45,45,6,0,45,45,45,5,0,0,0,0,0,0,2,69,70,10,0,85,835,6,78,6,6,1,79,23,16,6,0,10,0,0,0,140,50,4,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,75,26,77,64,29,18,74,12,33,644,152,1,23,36,1,30,5,2,46,65,BrownIVEarnest_21868,58,Earnest,176,21868,77,42,Aubrey,10,88,51,76,22,14,10,16443,17,20,0,77,-31,85,32,27,1,Brown IV,20,100,64,99,68,72,15,39,22,26,28,40,3,21868,66,45,45,45,6,0,45,45,45,13,23,0,0,0,0,0,1,72,71,25,0,83,885,6,72,6,6,1,80,20,11,6,23,16,1,0,23,140,50,4,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,78,25,75,69,34,20,74,12,40,8336,53,1,119,45,1,26,6,2,43,67,DimukejeVictor_21869,64,Victor,249,21869,74,19,Baltimore,10,90,52,86,20,30,10,38203,11,28,0,75,-31,85,34,38,1,Dimukeje,25,100,76,99,68,79,13,39,34,29,33,49,3,21869,70,45,45,45,6,0,45,45,45,8,103,0,0,16,0,16,2,77,81,15,0,82,2708,6,79,6,6,1,87,20,10,6,103,13,1,16,103,102,50,4,10,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,11,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,83,25,67,73,27,21,77,15,31,8341,136,4,346,28,1,36,5,5,75,63,EnagbareKingsley_21870,66,Kingsley,244,21870,76,9,Atlanta,10,87,55,87,21,19,10,36924,20,22,0,83,-31,86,35,28,1,Enagbare,28,100,74,99,70,80,20,42,27,33,38,43,7,21870,72,45,45,45,6,0,45,45,45,3,71,87,99,6,6,24,2,77,78,0,0,83,1567,6,82,6,6,1,88,20,20,6,597,11,4,24,597,98,50,3,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,11,3,20,0,0,2,340,6,6,0,0,0,0,0,0,0,0,0
4,0,86,27,71,74,38,31,77,12,49,1911,90,3,400,65,3,21,3,6,37,63,GolstonChauncey_21874,68,Chauncey,201,21874,77,21,Detroit,10,91,57,84,10,10,10,20666,15,49,0,79,-31,81,33,28,1,Golston,23,100,75,99,76,79,14,34,51,32,37,39,10,21874,73,45,45,45,6,0,45,45,45,11,50,50,550,350,650,1150,1,78,81,95,0,81,1073,6,82,6,6,1,86,19,23,6,650,14,3,1150,650,108,50,4,30,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,0,11,0,0,2,0,150,0,0,0,0,0,0,0,0,0,0
6,0,69,27,65,67,24,13,77,12,34,8359,90,1,23,25,1,511,63,3,45,59,HeflinJack_21875,52,Jack,17,21875,75,12,Prophetstown,10,89,93,72,14,17,9,16698,29,14,0,76,-31,82,17,18,1,Heflin,13,100,64,99,65,67,15,25,21,17,29,24,6,21875,64,46,46,46,6,0,48,48,48,5,23,0,0,0,0,0,2,61,70,10,0,83,754,6,74,6,6,1,81,21,15,6,23,12,1,0,23,144,50,4,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,86,26,82,65,39,21,68,12,50,2506,222,1,23,46,1,6,7,12,35,71,JohnsonPatrick_21879,60,Patrick,177,21879,74,41,Chattanooga,10,90,45,84,21,21,13,20539,23,34,0,78,-31,83,35,40,1,Johnson,49,100,67,99,63,78,21,42,37,28,35,50,15,21879,66,45,45,45,6,0,45,45,45,13,23,0,0,0,0,0,1,83,74,50,0,75,946,6,76,6,6,1,92,40,22,6,23,16,1,0,23,88,50,4,21,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,11,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,56,27,57,73,25,19,73,12,42,2512,119,1,40,33,1,511,63,10,55,53,JonesNaquan_21880,55,Naquan,268,21880,75,12,Evanston,10,87,91,64,15,15,25,10426,41,23,0,75,-31,84,15,12,1,Jones,14,100,72,99,75,74,12,35,22,14,45,13,12,21880,65,45,45,45,6,0,45,45,45,13,40,0,0,0,0,0,2,61,75,10,0,82,930,6,78,6,6,1,78,20,19,6,40,10,1,0,40,153,50,4,18,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,85,26,88,72,53,38,80,12,57,8402,118,5,1339,46,1,21,1,20,24,74,PayeKwity_21884,61,Kwity,286,21884,74,38,Providence,10,88,51,85,18,20,10,40250,26,22,0,82,-31,91,45,25,1,Paye,29,100,75,99,72,83,28,48,25,41,53,36,23,21884,77,45,45,45,6,0,45,45,45,13,66,128,190,182,182,2017,1,84,84,40,0,86,1056,6,85,6,6,1,84,20,25,6,686,10,5,2017,686,101,50,4,29,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,11,4,10,0,1,2,252,182,182,0,0,50,1289,0,0,0,0,0
6,0,67,27,55,63,22,10,77,8,29,3871,85,0,75,25,0,511,63,4,55,54,PerryIIRoderick_21885,52,Roderick,248,21885,73,32,Raleigh,10,90,73,66,13,6,11,7609,14,15,0,81,-31,84,10,15,1,Perry II,10,100,65,99,65,68,15,39,15,10,34,17,8,21885,63,45,45,45,5,0,45,45,45,5,0,0,0,0,0,0,1,63,74,38,0,80,0,6,76,6,7,1,85,26,15,6,0,5,0,0,0,144,50,2,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,77,27,58,65,16,14,74,12,24,4586,63,2,544,22,2,29,5,3,93,54,SlatonJrTJ_21889,61,T.J.,245,21889,77,8,Fort Lauderdale,10,90,98,72,15,15,30,7353,53,13,0,77,-31,88,16,13,1,Slaton,14,100,73,99,66,77,12,26,13,13,35,18,5,21889,70,53,52,55,6,0,54,58,61,15,456,250,0,88,616,704,2,69,74,25,0,87,828,6,85,6,6,1,88,20,15,6,706,10,2,704,706,180,50,4,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,75,29,56,71,39,21,80,12,39,4990,27,1,202,30,1,23,7,12,27,54,TongaKhyiris_21891,65,Khyiris,77,21891,76,43,West Valley,10,88,95,74,28,27,5,15160,49,28,0,75,-31,86,33,18,1,Tonga,13,100,76,99,69,78,27,43,29,33,52,24,16,21891,73,47,48,52,6,0,46,51,50,11,152,0,0,50,0,50,2,68,78,10,0,91,861,6,80,6,6,1,85,21,23,6,152,10,1,50,152,178,50,4,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5,0,83,26,83,57,42,36,67,12,52,8308,81,0,23,43,0,511,63,7,81,68,AnenihDavid_21893,74,David,224,21893,74,42,Arlington,10,92,48,87,13,14,10,31675,24,43,0,76,-31,68,43,30,1,Anenih,40,100,61,99,55,78,21,47,44,41,33,36,13,21893,65,45,45,45,6,0,45,45,45,1,0,0,0,0,0,0,1,81,77,10,0,76,0,6,69,6,6,1,77,15,23,6,0,14,0,0,0,85,50,3,23,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,85,27,77,55,32,23,67,12,40,1683,122,1,40,36,1,511,63,4,66,69,FoxTomon_21896,69,Tomon,274,21896,75,9,Lawrenceville,10,90,45,79,16,15,20,33082,21,25,0,72,-31,73,42,38,1,Fox,39,100,63,99,58,83,30,35,29,35,34,46,8,21896,64,45,45,45,6,0,45,45,45,3,40,0,0,0,0,0,1,81,74,15,0,77,3188,6,71,6,6,1,76,19,28,6,40,12,1,0,40,100,50,3,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,92,27,84,63,35,32,65,15,45,1918,29,1,103,50,1,3,7,5,66,78,GoodeCameron_21898,65,Cameron,109,21898,75,42,Spring,10,90,53,92,15,16,10,31162,18,33,0,83,-31,72,44,35,1,Goode,40,100,56,99,65,73,16,33,40,39,34,43,5,21898,66,45,45,45,6,0,45,45,45,3,103,0,0,0,0,0,1,85,78,40,0,67,3237,6,73,6,6,1,65,22,25,6,103,11,1,0,103,85,50,3,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,87,26,76,66,47,37,65,39,59,2506,216,1,103,61,1,35,4,31,44,72,JohnsonBuddy_21901,46,Buddy,257,21901,73,42,Dallas,10,87,59,91,15,19,10,55483,36,42,0,83,-31,75,45,52,1,Johnson,38,100,49,99,66,81,38,41,49,39,48,58,33,21901,65,45,45,45,32,0,45,45,45,3,103,0,0,0,0,0,1,86,82,10,0,75,981,26,79,29,41,1,87,19,51,37,103,33,1,0,103,80,50,4,36,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,14,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,89,26,75,76,73,54,74,22,74,3249,21,2,302,60,2,36,6,24,65,68,McDuffieIsaiah_21903,52,Isaiah,89,21903,73,31,Buffalo,10,86,58,79,12,14,10,43835,29,41,0,79,-31,71,68,70,1,McDuffie,42,100,48,99,76,87,35,68,39,60,71,69,29,21903,78,45,45,45,6,0,45,45,45,3,175,370,0,127,127,254,1,87,79,15,0,73,1046,9,90,12,21,1,78,25,24,17,545,13,2,254,545,67,50,4,33,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,13,4,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,90,27,86,66,45,33,60,12,52,7054,90,1,103,57,1,1,6,21,25,73,NiemannNick_21904,41,Nick,71,21904,75,12,Sycamore,10,92,31,81,20,20,10,5561,29,49,0,74,-31,69,37,55,1,Niemann,38,100,39,99,68,78,41,42,52,33,37,63,28,21904,66,45,45,45,6,0,45,45,45,3,103,0,0,0,0,0,1,88,84,15,0,71,1054,6,82,6,6,1,83,21,21,6,103,12,1,0,103,84,50,4,31,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,86,26,73,58,37,32,62,12,48,8396,159,2,237,46,2,511,63,5,55,73,OgbongbemigaAmen_21905,53,Amen,159,21905,73,50,Calgary,10,89,45,78,25,29,10,9274,27,36,0,75,-31,66,62,41,1,Ogbongbemiga,43,100,57,99,63,80,25,46,44,48,45,46,8,21905,59,45,45,45,6,0,45,45,45,5,50,225,0,187,37,224,1,83,85,40,0,68,1001,6,73,6,6,1,87,19,17,6,275,13,2,224,275,66,50,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,85,27,83,57,40,29,59,12,56,4204,201,1,103,51,1,511,63,5,35,77,RobinsonCurtis_21907,44,Curtis,147,21907,75,4,Irvine,10,88,59,89,17,18,10,4794,18,47,0,75,-31,67,42,45,1,Robinson,52,100,43,99,55,74,12,36,49,40,40,58,5,21907,59,45,45,45,6,0,45,45,45,3,103,0,0,0,0,0,1,85,79,10,0,74,1039,6,77,6,6,1,76,10,24,6,103,10,1,0,103,75,50,4,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,88,27,81,77,35,15,73,12,55,5282,157,4,288,62,3,28,2,5,65,72,WernerPete_21910,54,Pete,5,21910,75,13,Indianapolis,10,88,20,89,20,20,10,10938,14,42,0,82,-31,72,22,66,1,Werner,53,100,61,99,75,86,20,39,48,30,47,62,5,21910,75,45,45,45,6,0,45,45,45,3,50,117,625,240,171,753,1,84,88,25,0,72,1069,6,86,6,6,1,82,30,30,6,1442,15,4,753,1442,82,50,4,10,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,4,27,0,0,2,650,171,171,0,0,0,0,0,0,0,0,0
6,0,72,25,72,68,30,27,76,12,26,8286,157,1,127,23,1,27,4,3,27,62,TogiaiTommy_21913,65,Tommy,114,21913,74,11,Pocatello,10,88,72,78,17,17,12,39995,30,12,0,84,-31,85,21,14,1,Togiai,12,100,78,99,71,79,15,27,16,15,36,17,5,21913,75,45,44,44,6,0,45,45,46,15,50,0,0,77,0,77,2,71,73,20,0,91,849,6,86,6,6,1,90,21,23,6,50,13,1,77,50,136,50,4,11,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,85,25,76,61,50,34,72,12,55,3869,158,0,23,59,0,33,3,20,88,63,PerkinsRonnie_21916,64,Ronnie,204,21916,75,24,St. Louis,10,83,50,78,10,14,10,60475,25,47,0,78,-31,79,41,22,1,Perkins,21,100,69,99,62,79,32,41,49,34,26,33,25,21916,66,45,45,45,6,0,45,45,45,13,0,0,0,0,0,0,1,81,72,12,0,79,3277,6,79,6,6,1,79,19,22,6,0,10,0,0,0,93,50,4,27,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,10,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,93,26,84,63,44,21,68,12,52,1191,99,1,23,68,1,19,1,5,75,74,DavisJamin_21917,69,Jamin,210,21917,75,9,Ludowici,10,89,48,91,20,20,10,26042,18,44,0,79,-31,80,36,49,1,Davis,44,100,58,99,60,83,12,35,52,28,28,55,9,21917,67,45,23,45,6,0,45,29,45,13,23,0,0,0,0,0,1,89,87,20,0,73,1589,6,83,6,6,1,76,21,24,6,23,12,1,0,23,74,50,4,18,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,14,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,86,25,77,56,78,75,35,31,71,5346,15,0,84,78,0,35,6,66,78,76,WilliamsSeth_21919,10,Seth,230,21919,74,0,Cottondale,10,88,83,90,45,50,50,20924,25,79,0,29,-31,45,73,12,1,Williams,22,100,10,99,15,30,67,66,83,72,65,18,64,21919,63,20,31,24,27,1,24,43,27,13,0,0,0,0,0,0,1,88,83,20,0,63,1639,21,30,26,30,1,80,34,46,36,0,28,0,0,0,51,50,4,66,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,86,26,82,89,18,15,78,12,28,5346,102,4,1400,29,4,9,3,5,52,67,WilliamsMilton_21920,77,Milton,261,21920,75,42,Crowley,10,91,97,89,13,14,10,12731,31,24,0,76,-31,83,23,17,1,Williams,15,100,86,99,87,83,15,25,18,20,26,25,9,21920,86,45,45,45,6,0,45,45,45,15,50,50,2400,1350,2850,5400,2,83,77,15,0,92,1588,6,86,6,6,1,87,19,22,6,5000,10,4,5400,5000,130,50,4,17,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,12,0,13,0,1,2,2500,600,600,0,0,0,0,0,0,0,0,0
4,0,87,25,72,85,47,35,80,12,62,2512,136,3,533,73,3,40,3,27,60,73,JonesErnest_21921,45,Ernest,261,21921,74,9,Waycross,10,89,13,91,13,16,10,46395,36,47,0,87,-31,91,60,63,1,Jones IV,45,100,65,99,86,91,38,46,53,39,46,67,32,21921,83,46,46,46,6,0,49,49,47,3,50,800,1050,483,233,949,1,86,88,10,0,74,1595,6,92,6,6,1,86,35,22,6,1900,15,3,949,1900,70,50,4,38,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,14,1,24,0,1,2,0,233,0,0,0,0,0,0,0,0,0,0
6,0,79,25,63,73,22,14,79,12,25,644,216,3,313,26,3,12,4,5,62,61,BrownIIIBobby_21922,59,Bobby,232,21922,76,42,Arlington,10,88,97,80,19,18,9,15292,33,13,0,77,-31,85,23,16,1,Brown III,17,100,69,99,72,77,14,34,14,22,39,23,6,21922,74,44,44,44,6,0,45,45,44,13,50,526,800,263,277,723,2,72,70,5,0,86,1592,6,86,6,6,1,85,20,22,6,1376,11,3,723,1376,164,50,4,10,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,24,0,0,3,0,183,0,0,0,0,0,0,0,0,0,0
4,0,88,26,80,63,27,17,73,12,40,4282,53,1,101,36,1,13,4,7,43,74,RumphIIChris_21923,73,Chris,249,21923,74,8,Gainesville,10,89,58,80,16,15,10,40122,19,25,0,77,-31,75,37,37,1,Rumph II,33,100,60,99,60,79,23,27,24,35,25,47,9,21923,70,45,45,45,6,0,45,45,45,13,101,0,0,0,0,0,1,80,79,15,0,74,1586,6,80,6,6,1,81,19,26,6,101,12,1,0,101,84,50,4,15,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,87,25,78,79,67,54,70,45,64,7541,15,3,500,63,3,2,5,29,75,75,SherwoodJamien_21924,55,Jamien,254,21924,74,8,Jensen Beach,10,85,44,86,20,25,45,24636,29,57,1,85,-31,73,68,68,1,Sherwood,74,100,56,99,78,87,34,57,60,61,55,70,31,21924,77,35,35,35,28,0,35,35,35,3,50,50,1650,450,1100,1800,1,86,90,15,0,67,1587,29,88,33,37,1,87,30,43,32,1750,29,3,1800,1750,56,50,4,35,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,14,4,18,0,0,2,0,250,0,0,0,0,0,0,0,0,0,0
2,0,81,26,63,65,14,5,11,12,21,3320,63,4,458,32,3,5,5,12,60,56,McPhersonEvan_21925,10,Evan,34,21925,71,0,Fort Payne,10,93,2,63,91,97,10,43835,10,15,0,13,-31,11,12,11,1,McPherson,10,100,10,99,17,25,14,10,15,11,10,15,14,21925,81,12,13,12,15,0,16,17,16,10,106,333,373,133,125,508,2,75,84,48,0,37,1601,15,16,20,31,1,54,45,27,15,1255,13,4,508,1255,25,50,4,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,19,4,2,0,1,1,443,125,125,0,0,0,0,0,0,0,0,0
4,0,78,27,66,61,44,29,72,12,49,8445,259,1,133,51,1,12,5,18,53,63,LoudermilkIsaiahh_21926,67,Isaiahh,85,21926,79,15,Howard,10,88,92,71,15,15,10,21689,29,40,0,81,-31,80,39,14,1,Loudermilk,15,100,64,99,64,76,28,43,42,34,43,24,23,21926,65,45,45,45,6,0,45,45,45,13,133,0,0,0,0,0,2,69,74,37,0,79,1582,6,79,6,6,1,84,21,28,6,133,13,1,0,133,133,50,4,28,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,4,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,62,25,44,73,10,6,21,12,29,2253,71,1,23,24,1,6,6,5,55,48,HillTrey_21927,10,Trey,234,21927,76,9,Warner Robins,10,83,63,62,22,22,10,47164,73,10,0,12,-31,85,10,12,1,Hill,10,100,10,99,10,30,12,10,12,10,24,12,5,21927,63,64,65,67,6,0,69,71,73,5,23,0,0,0,0,0,2,56,82,0,0,84,1599,6,37,6,6,1,84,24,26,6,23,10,1,0,23,150,50,4,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,68,26,53,68,15,10,72,30,25,8444,99,0,50,27,0,8,6,5,52,46,BohannaQuinton_21928,60,Quinton,246,21928,76,41,Cordova,10,88,76,72,22,19,10,33083,34,15,0,75,-31,87,13,13,1,Bohanna,12,100,64,99,70,72,15,23,15,10,34,16,7,21928,67,45,45,45,23,0,45,45,45,11,0,0,0,0,0,0,2,56,74,20,0,92,1598,21,76,26,30,1,85,16,40,30,0,28,0,0,0,200,50,4,12,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,68,28,69,74,14,20,76,12,23,2970,9,1,349,22,1,11,6,5,42,60,LopezRoy_21929,67,Roy,77,21929,74,2,Tempe,10,90,51,76,13,17,15,15289,29,13,0,74,-31,82,17,12,1,Lopez,11,100,75,99,78,75,12,27,12,16,30,19,8,21929,72,45,45,45,6,0,45,45,45,15,50,0,0,299,0,299,2,66,78,15,0,90,1623,6,78,6,6,1,86,25,21,6,50,16,1,299,50,158,50,4,10,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,63,26,60,66,15,12,31,12,25,4505,42,1,50,31,1,13,6,5,35,43,ShermanWilliam_21930,30,Will,222,21930,76,42,Allen,10,90,66,66,17,12,10,55867,74,10,0,25,-31,84,20,11,1,Sherman,10,100,30,99,15,23,15,17,15,25,24,12,5,21930,59,59,62,64,6,0,61,64,67,15,50,0,0,0,0,0,2,65,79,0,0,81,1626,6,36,6,6,1,75,12,12,6,50,14,1,0,50,140,50,4,10,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,82,27,71,63,44,28,71,12,43,3116,11,0,99,39,0,23,6,15,33,60,MarshallJonathan_21931,56,Jonathan,249,21931,75,42,Shepherd,10,84,96,77,18,20,40,33849,35,33,0,81,-31,82,40,20,1,Marshall,22,100,63,99,60,72,25,46,35,37,51,26,24,21931,66,45,45,45,6,0,45,45,45,13,0,0,0,0,0,0,2,78,72,1,0,87,1585,6,74,6,6,1,77,21,19,6,0,10,0,0,0,150,50,4,29,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,79,27,72,70,10,8,35,12,22,8446,259,1,340,22,1,30,6,5,25,59,VanLanenCole_21932,15,Cole,56,21932,76,48,Green Bay,10,90,70,74,10,14,10,47546,84,15,0,22,-31,82,10,13,1,Van Lanen,10,100,25,99,21,29,14,19,15,10,23,15,5,21932,72,72,76,78,6,0,76,77,80,5,340,0,0,0,0,0,2,68,80,0,0,79,1590,6,26,6,6,1,87,22,30,6,340,12,1,0,340,152,50,4,15,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,5,3,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,78,28,55,67,24,16,70,12,35,5896,99,0,23,36,0,4,7,4,68,52,HoskinsPhil_21934,55,Phil,264,21934,77,34,Toledo,10,85,96,74,12,19,10,4153,33,26,0,78,-31,81,26,15,1,Hoskins,16,100,64,99,68,73,17,31,30,29,36,23,7,21934,66,45,45,45,6,0,45,45,45,15,0,0,0,0,0,0,2,63,71,35,0,85,1624,6,79,6,6,1,79,14,24,6,0,17,0,0,0,120,50,4,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,79,28,58,68,19,21,72,12,43,8347,107,0,110,42,0,511,63,6,20,51,FehokoBreiden_21941,53,Breiden,88,21941,75,10,Honolulu,10,88,79,78,24,29,10,31928,21,36,0,67,-31,83,35,15,1,Fehoko,25,100,64,99,65,71,26,28,39,25,30,20,7,21941,66,45,45,45,6,0,45,45,45,5,0,0,0,0,0,0,2,72,76,90,0,88,865,6,75,6,10,1,78,22,11,6,0,10,0,0,0,140,50,5,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,77,28,66,69,22,15,74,12,28,2960,245,1,103,25,1,511,63,3,38,51,LondonLaCale_21951,61,LaCale,90,21951,75,12,Peoria,10,87,94,79,15,22,16,11193,20,16,0,78,-31,80,20,16,1,London,12,100,73,99,71,76,13,29,16,18,26,22,5,21951,69,45,45,45,6,0,45,45,45,13,103,0,0,0,0,0,2,72,73,10,0,83,970,6,78,6,6,1,81,14,24,6,103,14,1,0,103,137,50,5,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,88,27,80,53,34,19,64,22,47,2512,112,0,50,42,0,511,63,5,15,69,JonesKeandre_21953,69,Keandre,251,21953,75,19,Olney,10,89,47,81,14,17,30,50233,21,34,0,73,-31,69,52,48,1,Jones,41,100,59,99,55,78,20,43,40,44,37,60,5,21953,64,45,45,45,14,0,45,45,45,1,0,0,0,0,0,0,1,85,80,20,0,64,2089,11,74,13,19,1,75,22,30,15,0,25,0,0,0,60,50,5,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
